nearest:B 01:13:15.28 +00:26:14.1 0.0 0.0 0.964 0.0
nearest:B 01:13:19.79 +15:29:27.3 0.071 0.0 0.893 0.036
nearest:B 01:13:24.27 +15:14:27.8 0.0 0.0 0.829 0.0
nearest:B 01:13:26.29 -09:00:35.8 0.033 0.0 0.967 0.0
nearest:B 01:13:32.32 +15:24:55.3 0.103 0.026 0.821 0.026
nearest:B 01:13:46.32 +00:18:20.6 0.048 0.0 0.952 0.0
nearest:B 01:13:51.12 -09:44:08.5 0.115 0.077 0.808 0.0
nearest:B 01:13:55.46 +00:24:43.0 0.0 0.0 1.0 0.0
nearest:B 01:14:07.17 -10:21:53.0 0.036 0.0 0.964 0.0
nearest:B 01:14:11.69 +14:14:49.3 0.042 0.062 0.854 0.021
nearest:B 01:14:15.79 +00:45:55.2 0.0 0.0 1.0 0.0
nearest:B 01:14:23.03 +15:17:18.9 0.031 0.062 0.906 0.0
nearest:B 01:14:30.80 +00:19:28.3 0.0 0.0 0.967 0.033
nearest:B 01:14:31.30 +00:47:30.3 0.091 0.0 0.909 0.0
nearest:B 01:14:31.95 -09:02:51.7 0.036 0.071 0.893 0.0
nearest:B 01:14:34.32 -00:29:03.6 0.056 0.056 0.889 0.0
nearest:B 01:14:42.04 +14:31:35.3 0.02 0.02 0.92 0.0
nearest:B 01:14:43.86 +00:17:09.7 0.0 0.042 0.958 0.0
nearest:B 01:14:48.67 -00:29:46.1 0.0 0.0 0.905 0.0
nearest:B 01:14:52.43 -10:56:39.7 0.061 0.0 0.918 0.02
nearest:B 01:14:56.26 +00:07:50.5 0.0 0.0 0.966 0.034
nearest:B 01:15:04.71 -10:52:08.4 0.028 0.028 0.944 0.0
nearest:B 01:15:14.35 +00:20:19.7 0.101 0.014 0.87 0.014
nearest:B 01:15:38.98 +00:48:09.4 0.031 0.0 0.954 0.0
nearest:B 01:15:47.95 +00:14:27.8 0.0 0.13 0.87 0.0
nearest:B 01:15:49.43 -00:34:27.3 0.016 0.049 0.902 0.016
nearest:B 01:16:23.19 -08:54:09.4 0.0 0.121 0.848 0.03
nearest:B 01:16:49.15 +13:53:39.0 0.065 0.0 0.871 0.032
nearest:B 01:17:06.23 +13:50:46.1 0.035 0.0 0.947 0.018
nearest:B 01:17:18.11 +13:42:34.8 0.047 0.0 0.907 0.023
nearest:B 01:17:25.37 -00:20:24.9 0.0 0.0 0.963 0.037
nearest:B 01:17:55.54 +13:21:01.7 0.015 0.0 0.985 0.0
nearest:B 01:18:00.53 -00:28:45.7 0.0 0.0 0.963 0.0
nearest:B 01:18:01.96 +00:18:52.1 0.0 0.0 1.0 0.0
nearest:B 01:18:25.70 -00:42:19.4 0.0 0.05 0.85 0.0
nearest:B 01:18:29.03 -09:21:24.4 0.0 0.0 1.0 0.0
nearest:B 01:18:45.85 +14:59:35.7 0.019 0.0 0.944 0.019
nearest:B 01:18:59.80 -00:46:25.5 0.031 0.015 0.938 0.015
nearest:B 01:19:23.95 +01:13:23.2 0.03 0.0 0.909 0.03
nearest:B 01:19:43.25 +00:03:11.6 0.033 0.067 0.833 0.0
nearest:B 01:19:56.09 -08:40:40.8 0.167 0.0 0.833 0.0
nearest:B 01:20:42.02 -00:36:17.8 0.032 0.032 0.937 0.0
nearest:B 01:20:59.84 +14:31:39.8 0.062 0.062 0.875 0.0
nearest:B 01:21:02.53 -00:37:11.8 0.032 0.032 0.935 0.0
nearest:B 01:21:19.41 -00:46:50.2 0.0 0.0 0.962 0.0
nearest:B 01:22:01.72 +00:04:58.1 0.047 0.016 0.922 0.0
nearest:B 01:22:23.78 -00:52:30.7 0.0 0.0 1.0 0.0
nearest:B 01:22:45.54 +00:53:22.6 0.0 0.0 0.968 0.0
